BCODE,BNAME,DCODE,District_Name,Region,County_ID,County_Name,Public/nonpublic,g7_totl,g8_totl,g9_totl,g10_totl,g11_totl,g12_totl,tot_all
05596,Roseville High School,50030,Roseville Community Schools,9.00,50,Macomb,Public,0.00,0.00,0.00,509.00,513.00,495.00,"1,517.00"
05605,Owendale-Gagetown Jr/Sr High School,32090,Owendale-Gagetown Area Schools,9.00,32,Huron,Public,12.00,22.00,22.00,14.00,17.00,26.00,113.00
05635,STS PETER & PAUL SCHOOL,34010,,9.00,63,Oakland,nonpublic,12.00,8.00,0.00,0.00,0.00,0.00,20.00
05660,SACRED HEART SCHOOL,82030,,9.00,82,Wayne,nonpublic,31.00,46.00,0.00,0.00,0.00,0.00,77.00
05661,CHARLOTTE SDA SCHOOL,23030,,9.00,63,Oakland,nonpublic,2.00,1.00,0.00,0.00,0.00,0.00,3.00
05673,Memphis High School,74120,Memphis Community Schools,9.00,74,St. Clair,Public,0.00,0.00,86.00,94.00,85.00,89.00,354.00
05674,Bloomfield Hills Lahser H.S.,63080,Bloomfield Hills School District,9.00,63,Oakland,Public,0.00,0.00,193.00,218.00,230.00,244.00,885.00
05682,NOUVEL CATHOLIC CENTRAL HIGH,73040,,9.00,82,Wayne,nonpublic,0.00,0.00,95.00,88.00,103.00,122.00,408.00
05692,Sashabaw Middle School,63190,Clarkston Community School District,9.00,63,Oakland,Public,652.00,0.00,0.00,0.00,0.00,0.00,652.00
05694,Carter Middle School,50230,Warren Consolidated Schools,9.00,50,Macomb,Public,233.00,300.00,0.00,0.00,0.00,0.00,533.00
05700,Beer Middle School,50230,Warren Consolidated Schools,9.00,50,Macomb,Public,231.00,254.00,0.00,0.00,0.00,0.00,485.00
05701,Grissom Middle School,50230,Warren Consolidated Schools,9.00,50,Macomb,Public,248.00,239.00,0.00,0.00,0.00,0.00,487.00
05705,Walled Lake Western High School,63290,Walled Lake Consolidated Schools,9.00,63,Oakland,Public,0.00,0.00,446.00,392.00,398.00,374.00,"1,610.00"
05754,Davis Junior High School,50210,Utica Community Schools,9.00,50,Macomb,Public,289.00,245.00,249.00,0.00,0.00,0.00,783.00
05762,Algonquin Middle School,50080,Chippewa Valley Schools,9.00,50,Macomb,Public,197.00,190.00,0.00,0.00,0.00,0.00,387.00
05770,Salem High School,82100,Plymouth-Canton Community Schools,9.00,82,Wayne,Public,0.00,0.00,552.00,521.00,473.00,467.00,"2,013.00"
05773,Drew Middle School,82010,Detroit City School District,9.00,82,Wayne,Public,81.00,76.00,0.00,0.00,0.00,0.00,157.00
05788,Brandon Middle School,63180,Brandon School District,9.00,63,Oakland,Public,272.00,277.00,0.00,0.00,0.00,0.00,549.00
05807,Mayville Middle School,79090,Mayville Community School District,9.00,79,Tuscola,Public,84.00,67.00,0.00,0.00,0.00,0.00,151.00
05819,Rochester Adams High School,63260,Rochester Community School District,9.00,63,Oakland,Public,0.00,0.00,366.00,364.00,372.00,390.00,"1,492.00"
05828,New Haven Middle School,50170,New Haven Community Schools,9.00,50,Macomb,Public,0.00,0.00,1.00,5.00,7.00,13.00,26.00
05847,Woodworth Middle School,82030,Dearborn City School District,9.00,82,Wayne,Public,261.00,261.00,0.00,0.00,0.00,0.00,522.00
05850,Lowrey Middle School,82030,Dearborn City School District,9.00,82,Wayne,Public,163.00,163.00,0.00,0.00,0.00,0.00,326.00
05854,Ubly Community High School,32170,Ubly Community Schools,9.00,32,Huron,Public,0.00,0.00,71.00,54.00,67.00,72.00,264.00
05878,P.D. Chatterton Middle School,50090,Fitzgerald Public Schools,9.00,50,Macomb,Public,197.00,218.00,0.00,0.00,0.00,0.00,415.00
05879,Oxford Area Middle School,63110,Oxford Community Schools,9.00,63,Oakland,Public,367.00,324.00,0.00,0.00,0.00,0.00,691.00
05880,Harrison High School,63200,Farmington Public School District,9.00,63,Oakland,Public,0.00,0.00,279.00,327.00,322.00,306.00,"1,234.00"
05887,Zemmer Junior High School,44010,Lapeer Community Schools,9.00,44,Lapeer,Public,478.00,0.00,0.00,0.00,0.00,0.00,478.00
05932,Churchill Community Ed. Center,63040,School District of the City of Royal Oak,9.00,63,Oakland,Public,0.00,0.00,51.00,62.00,47.00,22.00,182.00
05939,OUR LADY OF CONSOLATION SCH,41210,,9.00,63,Oakland,nonpublic,20.00,22.00,0.00,0.00,0.00,0.00,42.00
05942,CHRIST LUTHERAN SCHOOL,11030,,9.00,82,Wayne,nonpublic,17.00,12.00,0.00,0.00,0.00,0.00,29.00
05945,CHRIST THE KING LUTHERAN SCH,82405,,9.00,50,Macomb,nonpublic,27.00,16.00,0.00,0.00,0.00,0.00,43.00
05956,ST CLEMENT CATHOLIC ELEM SCH,50010,,9.00,63,Oakland,nonpublic,13.00,17.00,0.00,0.00,0.00,0.00,30.00
05957,Richards Middle School,50100,Fraser Public Schools,9.00,50,Macomb,Public,391.00,412.00,0.00,0.00,0.00,0.00,803.00
05958,Richmond Middle School,50180,Richmond Community Schools,9.00,50,Macomb,Public,150.00,175.00,0.00,0.00,0.00,0.00,325.00
05959,Eisenhower High School,50210,Utica Community Schools,9.00,50,Macomb,Public,0.00,0.00,0.00,691.00,713.00,659.00,"2,063.00"
05970,Macomb County Juvenile Justice Center School,50140,L'Anse Creuse Public Schools,9.00,50,Macomb,Public,2.00,9.00,15.00,30.00,20.00,7.00,83.00
05976,Avondale High School,63070,Avondale School District,9.00,63,Oakland,Public,0.00,0.00,336.00,289.00,284.00,251.00,"1,160.00"
05988,North Middle School,82430,Van Buren Public Schools,9.00,82,Wayne,Public,227.00,223.00,0.00,0.00,0.00,0.00,450.00
06010,BYRON CENTER CHRISTIAN SCH,41040,,9.00,63,Oakland,nonpublic,49.00,39.00,0.00,0.00,0.00,0.00,88.00
06011,BISHOP BARAGA CATHOLIC SCHOOL,22010,,9.00,50,Macomb,nonpublic,13.00,20.00,0.00,0.00,0.00,0.00,33.00
06019,Sterling Heights Senior H.S.,50230,Warren Consolidated Schools,9.00,50,Macomb,Public,0.00,0.00,363.00,396.00,331.00,329.00,"1,419.00"
06023,CEDAR LAKE SDA ELEM SCHOOL,59045,,9.00,50,Macomb,nonpublic,9.00,7.00,0.00,0.00,0.00,0.00,16.00
06037,Alice M. Birney Middle School,63060,Southfield Public School District,9.00,63,Oakland,Public,224.00,242.00,0.00,0.00,0.00,0.00,466.00
06074,Stewart Elementary School,82010,Detroit City School District,9.00,82,Wayne,Public,107.00,81.00,0.00,0.00,0.00,0.00,188.00
06087,BETH JACOB SCHOOL,63050,,9.00,82,Wayne,nonpublic,25.00,33.00,24.00,37.00,19.00,29.00,167.00
06095,Columbus Middle School,82010,Detroit City School District,9.00,82,Wayne,Public,139.00,110.00,0.00,0.00,0.00,0.00,249.00
06103,Noble Elementary School,82010,Detroit City School District,9.00,82,Wayne,Public,48.00,56.00,0.00,0.00,0.00,0.00,104.00
06105,Richard Elementary School,82010,Detroit City School District,9.00,82,Wayne,Public,50.00,32.00,0.00,0.00,0.00,0.00,82.00
06121,Carleton Middle School,50230,Warren Consolidated Schools,9.00,50,Macomb,Public,202.00,196.00,0.00,0.00,0.00,0.00,398.00
06130,Boyd W. Arthurs Middle School,82155,Trenton Public Schools,9.00,82,Wayne,Public,224.00,233.00,0.00,0.00,0.00,0.00,457.00
06168,OWOSSO CHRISTIAN SCHOOL,78110,,9.00,82,Wayne,nonpublic,3.00,1.00,1.00,2.00,2.00,2.00,11.00
06171,West Bloomfield High School,63160,West Bloomfield School District,9.00,63,Oakland,Public,0.00,0.00,488.00,510.00,478.00,477.00,"1,953.00"
06172,Novi Middle School,63100,Novi Community School District,9.00,63,Oakland,Public,493.00,520.00,0.00,0.00,0.00,0.00,"1,013.00"
06177,Bedford Junior High School,58030,Bedford Public Schools,9.00,58,Monroe,Public,423.00,411.00,0.00,0.00,0.00,0.00,834.00
06217,ST JOHN VIANNEY CATHOLIC SCH,25010,,9.00,82,Wayne,nonpublic,25.00,30.00,0.00,0.00,0.00,0.00,55.00
06255,Malow Junior High School,50210,Utica Community Schools,9.00,50,Macomb,Public,400.00,387.00,385.00,0.00,0.00,0.00,"1,172.00"
06265,Henry Ford II High School,50210,Utica Community Schools,9.00,50,Macomb,Public,0.00,0.00,527.00,485.00,480.00,497.00,"1,989.00"
06267,Warren Woods Tower High School,50240,Warren Woods Public Schools,9.00,50,Macomb,Public,0.00,0.00,310.00,304.00,281.00,299.00,"1,194.00"
06276,Canton High School,82100,Plymouth-Canton Community Schools,9.00,82,Wayne,Public,0.00,0.00,545.00,534.00,468.00,467.00,"2,014.00"
06284,HOLT LUTHERAN SCHOOLS,33070,,9.00,63,Oakland,nonpublic,7.00,8.00,7.00,6.00,3.00,9.00,40.00
06288,Woodhaven High School,82365,Woodhaven-Brownstown School District,9.00,82,Wayne,Public,0.00,0.00,0.00,451.00,452.00,417.00,"1,320.00"
06291,Flynn Middle School,50230,Warren Consolidated Schools,9.00,50,Macomb,Public,197.00,246.00,0.00,0.00,0.00,0.00,443.00
06292,Abbott Middle School,63160,West Bloomfield School District,9.00,63,Oakland,Public,261.00,232.00,0.00,0.00,0.00,0.00,493.00
06297,Gerisch Middle School,82405,Southgate Community School District,9.00,82,Wayne,Public,364.00,0.00,0.00,0.00,0.00,0.00,364.00
06324,FOWLERVILLE CHRISTIAN SCHOOL,47030,,9.00,63,Oakland,nonpublic,3.00,1.00,4.00,1.00,6.00,3.00,18.00
06339,Yale Junior High School,74130,Yale Public Schools,9.00,74,St. Clair,Public,155.00,178.00,0.00,0.00,0.00,0.00,333.00
06342,Boykin Continuing Ed. Center,82010,Detroit City School District,9.00,82,Wayne,Public,1.00,5.00,30.00,27.00,12.00,15.00,90.00
06361,Powell Middle School,50190,Romeo Community Schools,9.00,50,Macomb,Public,248.00,233.00,0.00,0.00,0.00,0.00,481.00
06362,Wagar Junior High School,58020,Airport Community School District,9.00,58,Monroe,Public,234.00,235.00,0.00,0.00,0.00,0.00,469.00
06366,Larson Middle School,63150,Troy School District,9.00,63,Oakland,Public,251.00,234.00,0.00,0.00,0.00,0.00,485.00
06367,Boulan Park Middle School,63150,Troy School District,9.00,63,Oakland,Public,234.00,279.00,0.00,0.00,0.00,0.00,513.00
06368,Warner Middle School,63200,Farmington Public School District,9.00,63,Oakland,Public,174.00,214.00,0.00,0.00,0.00,0.00,388.00
06384,Howe Trainable Center and Montessori,82030,Dearborn City School District,9.00,82,Wayne,Public,1.00,7.00,3.00,6.00,1.00,24.00,42.00
06389,Croswell-Lexington Middle School,76080,Croswell-Lexington Community Schools,9.00,76,Sanilac,Public,211.00,184.00,0.00,0.00,0.00,0.00,395.00
06393,Athens High School,63150,Troy School District,9.00,63,Oakland,Public,0.00,0.00,466.00,447.00,492.00,454.00,"1,859.00"
06398,Sherman Middle School,63210,Holly Area School District,9.00,63,Oakland,Public,290.00,292.00,0.00,0.00,0.00,0.00,582.00
06399,Reuther Middle School,63260,Rochester Community School District,9.00,63,Oakland,Public,242.00,226.00,0.00,0.00,0.00,0.00,468.00
06400,Van Hoosen Middle School,63260,Rochester Community School District,9.00,63,Oakland,Public,259.00,267.00,0.00,0.00,0.00,0.00,526.00
06405,Waldon Middle School,63230,Lake Orion Community Schools,9.00,63,Oakland,Public,195.00,199.00,0.00,0.00,0.00,0.00,394.00
06416,Caro Middle School,79020,Caro Community Schools,9.00,79,Tuscola,Public,149.00,166.00,0.00,0.00,0.00,0.00,315.00
06425,LUTHERAN HIGH SCHOOL-NORTH,50210,,9.00,82,Wayne,nonpublic,0.00,0.00,180.00,148.00,155.00,145.00,628.00
06428,Truman High School,82150,Taylor School District,9.00,82,Wayne,Public,0.00,0.00,394.00,417.00,429.00,440.00,"1,680.00"
06437,CALVARY BAPTIST ACADEMY,56010,,9.00,82,Wayne,nonpublic,10.00,12.00,12.00,13.00,8.00,8.00,63.00
06450,Meachum Junior High School,79100,Millington Community Schools,9.00,79,Tuscola,Public,106.00,118.00,0.00,0.00,0.00,0.00,224.00
06459,CAPITOL CITY BAPTIST SCHOOL,33070,,9.00,82,Wayne,nonpublic,2.00,9.00,5.00,11.00,9.00,10.00,46.00
06466,AKIVA HEBREW DAY SCHOOL,63060,,9.00,82,Wayne,nonpublic,13.00,23.00,12.00,11.00,16.00,11.00,86.00
06487,L'Anse Creuse High School - North,50140,L'Anse Creuse Public Schools,9.00,50,Macomb,Public,0.00,0.00,571.00,527.00,489.00,401.00,"1,988.00"
06491,Lakeland High School,63220,Huron Valley Schools,9.00,63,Oakland,Public,0.00,29.00,458.00,426.00,429.00,391.00,"1,733.00"
06493,Armada Middle School,50050,Armada Area Schools,9.00,50,Macomb,Public,164.00,146.00,0.00,0.00,0.00,0.00,310.00
06497,NEW SALEM EV LUTHERAN SCHOOL,79145,,9.00,50,Macomb,nonpublic,1.00,2.00,0.00,0.00,0.00,0.00,3.00
06503,Monroe High School,58010,Monroe Public Schools,9.00,58,Monroe,Public,0.00,0.00,518.00,536.00,468.00,477.00,"1,999.00"
06511,GENESEE CHRISTIAN SCHOOL,25230,,9.00,63,Oakland,nonpublic,30.00,28.00,29.00,25.00,19.00,32.00,163.00
06544,Lapeer Co. Education and Technology  Center,44000,Lapeer ISD,9.00,44,Lapeer,Public,0.00,0.00,0.00,2.00,0.00,0.00,2.00
06549,Career Preparation Center,50230,Warren Consolidated Schools,9.00,50,Macomb,Public,0.00,0.00,0.00,0.00,35.00,37.00,72.00
06550,Frederick V. Pankow Center,50140,L'Anse Creuse Public Schools,9.00,50,Macomb,Public,0.00,0.00,0.00,0.00,36.00,82.00,118.00
06591,Meads Mill Middle School,82390,Northville Public Schools,9.00,82,Wayne,Public,315.00,299.00,0.00,0.00,0.00,0.00,614.00
06596,Lapeer East Senior High School,44010,Lapeer Community Schools,9.00,44,Lapeer,Public,0.00,278.00,284.00,280.00,278.00,320.00,"1,440.00"
06613,STURGIS CHRISTIAN SCHOOL,75010,,9.00,63,Oakland,nonpublic,1.00,2.00,1.00,1.00,1.00,3.00,9.00
06627,SKEELS CHRISTIAN SCHOOL,18060,,9.00,82,Wayne,nonpublic,6.00,5.00,10.00,10.00,9.00,7.00,47.00
06642,Kaselemis Center,82110,Redford Union School District,9.00,82,Wayne,Public,0.00,0.00,59.00,37.00,36.00,26.00,158.00
06674,Reese Middle School,79110,Reese Public Schools,9.00,79,Tuscola,Public,68.00,77.00,0.00,0.00,0.00,0.00,145.00
06678,Romulus Middle School,82130,Romulus Community Schools,9.00,82,Wayne,Public,274.00,279.00,0.00,0.00,0.00,0.00,553.00
06681,Shumate Middle School,82290,Gibraltar School District,9.00,82,Wayne,Public,288.00,295.00,0.00,0.00,0.00,0.00,583.00
06683,Patrick Henry Middle School,82365,Woodhaven-Brownstown School District,9.00,82,Wayne,Public,0.00,433.00,410.00,0.00,0.00,0.00,843.00
06693,Vetal Elementary School,82010,Detroit City School District,9.00,82,Wayne,Public,96.00,111.00,0.00,0.00,0.00,0.00,207.00
06719,EMANUEL REDEEMER LUTHERAN,74130,,9.00,63,Oakland,nonpublic,1.00,1.00,0.00,0.00,0.00,0.00,2.00
06724,WASHTENAW CHRISTIAN ACADEMY,81120,,9.00,82,Wayne,nonpublic,21.00,13.00,20.00,15.00,28.00,23.00,120.00
06769,Heritage Junior High School,50210,Utica Community Schools,9.00,50,Macomb,Public,210.00,223.00,228.00,0.00,0.00,0.00,661.00
06773,White Lake Middle School,63220,Huron Valley Schools,9.00,63,Oakland,Public,195.00,206.00,0.00,0.00,0.00,0.00,401.00
06862,VALLEY LUTHERAN HIGH SCHOOL,73040,,9.00,82,Wayne,nonpublic,0.00,0.00,91.00,84.00,97.00,83.00,355.00
06907,Taylor Career and Technical Center,82150,Taylor School District,9.00,82,Wayne,Public,0.00,0.00,0.00,0.00,3.00,2.00,5.00
06915,BOWEN CREEK AMISH SCHOOL,12040,,9.00,63,Oakland,nonpublic,6.00,10.00,0.00,0.00,0.00,0.00,16.00
06971,Renaissance High School,82010,Detroit City School District,9.00,82,Wayne,Public,0.00,0.00,315.00,256.00,248.00,224.00,"1,043.00"
06982,PROVIDENCE CHRISTIAN SCHOOL,39010,,9.00,74,St. Clair,nonpublic,7.00,7.00,2.00,0.00,0.00,0.00,16.00
06989,LENAWEE CHRISTIAN SCHOOL,46010,,9.00,63,Oakland,nonpublic,44.00,43.00,59.00,53.00,51.00,51.00,301.00
06995,CROWN OF LIFE LUTHERAN SCHOOL,50010,,9.00,82,Wayne,nonpublic,3.00,3.00,0.00,0.00,0.00,0.00,6.00
07007,BRIDGEPORT BAPTIST ACADEMY,73180,,9.00,82,Wayne,nonpublic,4.00,7.00,17.00,11.00,11.00,10.00,60.00
07024,Crockett High School,82010,Detroit City School District,9.00,82,Wayne,Public,0.00,1.00,255.00,196.00,230.00,178.00,860.00
07026,William Ford Career-Tech Center,82160,Wayne-Westland Community School District,9.00,82,Wayne,Public,0.00,0.00,29.00,10.00,10.00,9.00,58.00
07067,Dundee Middle School,58050,Dundee Community Schools,9.00,58,Monroe,Public,145.00,115.00,0.00,0.00,0.00,0.00,260.00
07086,HERITAGE CHRISTIAN SCHOOL,70190,,9.00,63,Oakland,nonpublic,43.00,40.00,38.00,0.00,0.00,0.00,121.00
07091,MICHIGAN ISLAMIC ACADEMY,81010,,9.00,82,Wayne,nonpublic,18.00,12.00,23.00,20.00,17.00,3.00,93.00
07097,Ferguson Academy for Young Women,82010,Detroit City School District,9.00,82,Wayne,Public,9.00,13.00,101.00,77.00,59.00,27.00,286.00
07103,Alternative Center for Education,63260,Rochester Community School District,9.00,63,Oakland,Public,0.00,0.00,0.00,14.00,21.00,31.00,66.00
07115,Barnard Center,82055,Grosse Pointe Public Schools,9.00,82,Wayne,Public,1.00,3.00,5.00,4.00,1.00,0.00,14.00
07135,Douglass Academy,82010,Detroit City School District,9.00,82,Wayne,Public,9.00,19.00,99.00,88.00,52.00,28.00,295.00
07158,LIVINGSTON CHRISTIAN SCHOOLS,47080,,9.00,82,Wayne,nonpublic,9.00,7.00,0.00,11.00,1.00,4.00,32.00
07171,Whiteford Middle School,58110,Whiteford Agricultural Schools,9.00,58,Monroe,Public,54.00,70.00,1.00,0.00,0.00,0.00,125.00
07172,FRANKLIN ROAD CHRISTIAN SCH,63290,,9.00,63,Oakland,nonpublic,24.00,27.00,28.00,28.00,15.00,25.00,147.00
07178,NORTH HILLS CLASSICAL ACAD,41110,,9.00,50,Macomb,nonpublic,4.00,6.00,5.00,4.00,4.00,3.00,26.00
07252,Mt. Clemens Middle School,50160,Mt. Clemens Community School District,9.00,50,Macomb,Public,112.00,141.00,0.00,0.00,0.00,0.00,253.00
07287,Huron Learning Center,32000,Huron ISD,9.00,32,Huron,Public,2.00,8.00,2.00,13.00,3.00,6.00,34.00
07309,Pearson Education Center,82110,Redford Union School District,9.00,82,Wayne,Public,12.00,17.00,11.00,19.00,24.00,12.00,95.00
07326,Foreign Language Immersion,82010,Detroit City School District,9.00,82,Wayne,Public,56.00,47.00,0.00,0.00,0.00,0.00,103.00
07376,Cambridge Center,82050,Garden City School District,9.00,82,Wayne,Public,0.00,0.00,0.00,175.00,116.00,111.00,402.00
07390,HUDA SCHOOL & MONTESSORI,63010,,9.00,82,Wayne,nonpublic,18.00,12.00,0.00,0.00,0.00,0.00,30.00
07402,PINECREST SCHOOL,35020,,9.00,50,Macomb,nonpublic,0.00,1.00,3.00,5.00,7.00,4.00,20.00
07419,CALVARY BAPTIST ACADEMY,20015,,9.00,63,Oakland,nonpublic,0.00,3.00,1.00,0.00,4.00,3.00,11.00
07425,Martin Luther King Jr Ed Center,82910,"Martin Luther King, Jr. Education Center Academy",9.00,82,Wayne,Public,14.00,0.00,0.00,0.00,0.00,0.00,14.00
07450,ST JOSEPH'S ACADEMY,50050,,9.00,50,Macomb,nonpublic,10.00,7.00,11.00,10.00,9.00,7.00,54.00
07468,Lapeer Community High School,44010,Lapeer Community Schools,9.00,44,Lapeer,Public,1.00,1.00,13.00,30.00,43.00,48.00,136.00
07497,Centennial Middle School,63240,South Lyon Community Schools,9.00,63,Oakland,Public,260.00,259.00,0.00,0.00,0.00,0.00,519.00
07500,Clippert Academy,82010,Detroit City School District,9.00,82,Wayne,Public,108.00,99.00,0.00,0.00,0.00,0.00,207.00
07523,Millennium  Middle School,63240,South Lyon Community Schools,9.00,63,Oakland,Public,301.00,317.00,0.00,0.00,0.00,0.00,618.00
07528,Phoenix Alternative School,74130,Yale Public Schools,9.00,74,St. Clair,Public,2.00,3.00,1.00,2.00,3.00,9.00,20.00
07529,Detroit City High School,82010,Detroit City School District,9.00,82,Wayne,Public,0.00,0.00,197.00,153.00,99.00,103.00,552.00
07548,Hart Middle School,63260,Rochester Community School District,9.00,63,Oakland,Public,391.00,383.00,0.00,0.00,0.00,0.00,774.00
07560,Huron Valley Adult Education,63220,Huron Valley Schools,9.00,63,Oakland,Public,0.00,1.00,4.00,5.00,6.00,10.00,26.00
07575,Warren Woods Enterprise H.S.,50240,Warren Woods Public Schools,9.00,50,Macomb,Public,0.00,0.00,0.00,53.00,30.00,56.00,139.00
07581,Garvey Academy,82010,Detroit City School District,9.00,82,Wayne,Public,30.00,36.00,0.00,0.00,0.00,0.00,66.00
07587,CORNERSTONE SCHOOLS GROVE,82010,,9.00,82,Wayne,nonpublic,13.00,0.00,0.00,0.00,0.00,0.00,13.00
07597,Gaudior Academy,82911,Gaudior Academy,9.00,82,Wayne,Public,25.00,26.00,0.00,0.00,0.00,0.00,51.00
07599,CORNERSTONE-NEVADA MIDDLE,82010,,9.00,79,Tuscola,nonpublic,54.00,53.00,0.00,0.00,0.00,0.00,107.00
07606,Nsoroma Institute,82922,Nsoroma Institute,9.00,82,Wayne,Public,22.00,26.00,0.00,0.00,0.00,0.00,48.00
07611,ST THOMAS MORE ACADEMY,25140,,9.00,44,Lapeer,nonpublic,10.00,7.00,15.00,10.00,8.00,10.00,60.00
07632,Malcolm X Academy,82010,Detroit City School District,9.00,82,Wayne,Public,37.00,52.00,0.00,0.00,0.00,0.00,89.00
07633,Robeson Academy,82010,Detroit City School District,9.00,82,Wayne,Public,56.00,71.00,0.00,0.00,0.00,0.00,127.00
07651,Trombly Alternative High School,82010,Detroit City School District,9.00,82,Wayne,Public,0.00,0.00,164.00,39.00,22.00,17.00,242.00
07654,Communication and Media Arts HS,82010,Detroit City School District,9.00,82,Wayne,Public,0.00,0.00,168.00,109.00,137.00,102.00,516.00
07669,Continuing Education Center,50070,Clintondale Community Schools,9.00,50,Macomb,Public,0.00,0.00,0.00,293.00,521.00,826.00,"1,640.00"
07671,East Detroit Adult Education,50020,East Detroit Public Schools,9.00,50,Macomb,Public,0.00,0.00,12.00,11.00,19.00,40.00,82.00
07680,Hazel Park Adult Education,63130,Hazel Park City School District,9.00,63,Oakland,Public,6.00,13.00,280.00,808.00,231.00,81.00,"1,419.00"
07687,North Lake High School,50120,Lake Shore Public Schools (Macomb),9.00,50,Macomb,Public,0.00,0.00,32.00,34.00,15.00,61.00,142.00
07700,Troy Adult Education,63150,Troy School District,9.00,63,Oakland,Public,0.00,0.00,0.00,0.00,4.00,24.00,28.00
07701,Utica Learning Academy,50210,Utica Community Schools,9.00,50,Macomb,Public,0.00,0.00,0.00,0.00,11.00,141.00,152.00
07728,Imlay City Middle School,44060,Imlay City Community Schools,9.00,44,Lapeer,Public,187.00,177.00,0.00,0.00,0.00,0.00,364.00
07729,Venture High School,44060,Imlay City Community Schools,9.00,44,Lapeer,Public,0.00,0.00,3.00,6.00,26.00,38.00,73.00
07745,Downriver High School,82290,Gibraltar School District,9.00,82,Wayne,Public,0.00,10.00,6.00,13.00,8.00,10.00,47.00
07777,Beacon Day Treatment Center,82405,Southgate Community School District,9.00,82,Wayne,Public,13.00,25.00,38.00,18.00,19.00,15.00,128.00
07786,Ferndale Adult Education,63020,Ferndale Public Schools,9.00,63,Oakland,Public,0.00,0.00,300.00,303.00,260.00,155.00,"1,018.00"
07792,Walled Lake Community Education Center,63290,Walled Lake Consolidated Schools,9.00,63,Oakland,Public,0.00,0.00,15.00,36.00,64.00,110.00,225.00
07793,Academy of The Americas,82010,Detroit City School District,9.00,82,Wayne,Public,75.00,74.00,0.00,0.00,0.00,0.00,149.00
07794,Detroit School of Arts,82010,Detroit City School District,9.00,82,Wayne,Public,0.00,0.00,162.00,194.00,189.00,250.00,795.00
07795,Jemison School of Choice,82010,Detroit City School District,9.00,82,Wayne,Public,52.00,56.00,0.00,0.00,0.00,0.00,108.00
07809,Caro Alternative Education,79020,Caro Community Schools,9.00,79,Tuscola,Public,1.00,0.00,0.00,5.00,15.00,31.00,52.00
07820,Capac Adult and Community Education,74040,Capac Community School District,9.00,74,St. Clair,Public,0.00,0.00,2.00,5.00,9.00,13.00,29.00
07829,Hazel Park Breakfast Club,63130,Hazel Park City School District,9.00,63,Oakland,Public,0.00,0.00,58.00,63.00,43.00,17.00,181.00
07833,L'Anse Creuse Adult Education,50140,L'Anse Creuse Public Schools,9.00,50,Macomb,Public,0.00,0.00,124.00,78.00,100.00,140.00,442.00
07834,Jefferson Alternative Education,58080,Jefferson Schools (Monroe),9.00,58,Monroe,Public,0.00,0.00,0.00,3.00,4.00,39.00,46.00
07856,Avondale Middle School,63070,Avondale School District,9.00,63,Oakland,Public,293.00,284.00,0.00,0.00,0.00,0.00,577.00
07857,Pioneer Work and Learn Center,79150,Vassar Public Schools,9.00,79,Tuscola,Public,5.00,13.00,155.00,63.00,22.00,24.00,282.00
07864,Rochester Adult Education,63260,Rochester Community School District,9.00,63,Oakland,Public,0.00,0.00,0.00,1.00,26.00,51.00,78.00
07880,Barsamian Preparatory Center,82010,Detroit City School District,9.00,82,Wayne,Public,0.00,1.00,47.00,10.00,9.00,0.00,67.00
07885,Warren Woods Adult Education,50240,Warren Woods Public Schools,9.00,50,Macomb,Public,0.00,0.00,7.00,5.00,18.00,12.00,42.00
07903,Novi Adult Education,63100,Novi Community School District,9.00,63,Oakland,Public,0.00,0.00,0.00,12.00,9.00,6.00,27.00
07912,Oak Valley Middle School,63220,Huron Valley Schools,9.00,63,Oakland,Public,227.00,231.00,0.00,0.00,0.00,0.00,458.00
07972,North Branch Middle School,44090,North Branch Area Schools,9.00,44,Lapeer,Public,175.00,220.00,0.00,0.00,0.00,0.00,395.00
07984,Chippewa Valley Adult and Mohegan Alt. Educ.,50080,Chippewa Valley Schools,9.00,50,Macomb,Public,0.00,0.00,2.00,72.00,46.00,55.00,175.00
07985,Seneca Middle School,50080,Chippewa Valley Schools,9.00,50,Macomb,Public,376.00,352.00,0.00,0.00,0.00,0.00,728.00
08000,Dakota High School,50080,Chippewa Valley Schools,9.00,50,Macomb,Public,0.00,0.00,619.00,625.00,628.00,595.00,"2,467.00"
08004,Westside Multicultural Academy,82010,Detroit City School District,9.00,82,Wayne,Public,31.00,37.00,0.00,0.00,0.00,0.00,68.00
08044,CHRISTIAN LEADERSHIP ACADEMY,63150,,9.00,63,Oakland,nonpublic,10.00,15.00,8.00,6.00,4.00,12.00,55.00
08046,Casa Richard Academy,82902,Casa Richard Academy,9.00,82,Wayne,Public,0.00,0.00,45.00,31.00,30.00,29.00,135.00
08047,Aisha Shule/WEB Dubois Prep. Academy School,82903,Aisha Shule/WEB Dubois Prep. Academy School,9.00,82,Wayne,Public,19.00,22.00,34.00,14.00,21.00,21.00,131.00
08048,Southfield Regional Academic Campus,63060,Southfield Public School District,9.00,63,Oakland,Public,0.00,0.00,0.00,111.00,177.00,88.00,376.00
08053,RUTH MURDOCH ELEM SCHOOL,11240,,9.00,50,Macomb,nonpublic,17.00,36.00,0.00,0.00,0.00,0.00,53.00
08181,Farmington Community School,63200,Farmington Public School District,9.00,63,Oakland,Public,0.00,0.00,0.00,0.00,6.00,16.00,22.00
